chapter,q_type,text,options,answer
导论 练习题-副本,多选题,7 新时代中国正处于中华民族伟大复兴的关键时期，因为( )。,A、 中国式现代化全面推进拓展||B、 改革面临着许多前所未有的困难和挑战，处于攻坚克难的关键时期||C、 新时代的中国发生新的历史性变革||D、 我国发展站在了新的历史起点上,ABCD
导论 练习题-副本,多选题,8 习近平新时代中国特色社会主义思想是当代中国马克思主义、二十一世纪马克思主义，是( )的时代精华，实现了马克思主义中国化新的飞跃。,A、 中华文化||B、 中华品格||C、 中国力量||D、 中国精神,AD
导论 练习题-副本,多选题,9 习近平新时代中国特色社会主义思想回答了( )重大时代课题。,A、 建设什么样的长期执政的马克思主义政党、怎样建设长期执政的马克思主义政党||B、 建设什么美好的世界。怎样建设美好世界||C、 建设什么样的社会主义现代化强国、怎样建设社会主义现代化强国||D、 新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义,ACD
导论 练习题-副本,多选题,10 发展是解决我国一切问题的基础和关键，发展必须是科学发展，必须坚定不移贯彻创新( )的发展理念。,A、 开放||B、 共享||C、 协调||D、 绿色,ABCD
导论 练习题-副本,多选题,11 习近平新时代中国特色社会主义思想的主要内容包括( )。,A、 “十个明确”||B、 “十四个坚持”||C、 “六个必须坚持”||D、 “十三个方面成就”,ABCD
导论 练习题-副本,多选题,12 “两个确立”形成的依据是( )。,A、 “两个确立”是党的历史经验的总结运用||B、 “两个确立”是中国共产党基于唯物史观两个基本原理所作出的必然选择||C、 “两个确立”是战胜外部环境变化出现许多新的风险挑战、解决国内许多深层次矛盾和问题的需要||D、 “两个确立”是新时代十年实践形成的智慧结晶,ABCD
导论 练习题-副本,填空题,1 中国特色社会主义制度的最大优势是____。,,中国共产党领导
导论 练习题-副本,填空题,2 全面推进依法治国的总目标，是____，建设社会主义法治国家。,,建设中国特色社会主义法治体系
导论 练习题-副本,填空题,3 ____是马克思主义中国化的最新成果，是中国特色社会主义理论体系的重要组成部分。,,习近平新时代中国特色社会主义思想
导论 练习题-副本,填空题,4 ____是最高政治领导力量。,,中国共产党领导
导论 练习题-副本,填空题,5 全面深化改革总目标是____、推进国家治理体系和治理能力现代化。,,完善和发展中国特色社会主义制度
导论 练习题-副本,填空题,6 必须坚持和完善社会主义基本经济制度，使市场在资源配置中起____作用，更好发挥政府作用。,,决定性
导论 练习题-副本,填空题,7 习近平在强调坚持“第一个结合”的基础上，明确提出把____相结合的重大命题。,,马克思主义基本原理同中华优秀传统文化
导论 练习题-副本,填空题,8 “两个确立”是确立习近平同志党中央的核心、全党的核心地位，确立____。,,习近平新时代中国特色社会主义思想的指导地位
导论 练习题-副本,填空题,9 习近平新时代中国特色社会主义思想回答了新时代____、建设什么样的社会主义现代化强国怎样建设社会主义现代化强国、建设什么样的长期执政的马克思主义政党怎样建设长期执政的马克思主义政党的重大时代课题。,,坚持和发展什么样的中国特色社会主义怎样坚持和发展中国特色社会主义
导论 练习题-副本,判断题,1 习近平新时代中国特色社会主义思想是马克思主义中国化的第一次历史性飞跃。( ),,错
导论 练习题-副本,判断题,2 我们党的历史，就是一部不断推进马克思主义中国化的历史，就是一部不断推进理论创新、进行理论创造的历史。( ),,对
导论 练习题-副本,判断题,3 三个重大时代课题，是站在新时代历史节点上向中国共产党人提出的“时代三问”。( ),,对
导论 练习题-副本,判断题,4 习近平新时代中国特色社会主义思想是在把握世界发展大势、应对全球共同挑战、维护人类共同利益的过程中创立并不断丰富发展的。( ),,对
导论 练习题-副本,判断题,5 “三个代表”重要思想是当代中国马克思主义、二十一世纪马克思主义，是中华文化和中国精神的时代精华，实现了马克思主义中国化时代化新的飞跃。( ),,错
导论 练习题-副本,判断题,6 世界面临百年未有之大变局给中华民族伟大复兴带来重大机遇。( ),,对
导论 练习题-副本,判断题,7 新时代新征程，中国共产党的中心任务，就是团结带领全国各族人民全面建成社会主义现代化强国、实现第一个百年奋斗目标。,,错
导论 练习题-副本,判断题,8 习近平新时代中国特色社会主义思想系统全面、逻辑严密、博大精深。( ),,对
第二章习题- 副本,单选题,1 2021年7月1日，习近平在天安门城楼上庄严宣告，经过全党全国各族人民持续奋斗，我们实现了( )。,A、 社会主义现代化国家||B、 第一个百年奋斗目标||C、 社会主义现代化强国||D、 中华民族伟大复兴,B
第二章习题- 副本,单选题,2 全面建成社会主义现代化强国的战略安排，把基本实现社会主义现代化的时间提前了( )年。,A、 25年||B、 15年||C、 35年||D、 10年,B
第二章习题- 副本,单选题,3 党的十九大提出，到( )各方面制度更加完善，国家治理体系和治理能力现代化基本实现。,A、 2030年||B、 2035年||C、 2020年||D、 2025年,B
第二章习题- 副本,单选题,4 实现中国梦必须凝聚中国力量，这就是( )。,A、 保障有力的军事力量||B、 各族人民大团结的力量||C、 中高速增长的经济力量。||D、 中国共产党的领导力量,B
第二章习题- 副本,单选题,5 一百年来，中国共产党团结带领中国人民进行的一切奋斗、一切牺牲、一切创造，归结起来就是一个主题( )。,A、 追求共同富裕||B、 实现人民对美好生活的向往||C、 建立新中国||D、 实现中华民族伟大复兴,D
第二章习题- 副本,单选题,6 实现中国梦必须走中国道路，这就是( )。,A、 社会发展之路||B、 中华民族大团结之路||C、 人民民主专政之路||D、 中国特色社会主义道路,D
第二章习题- 副本,单选题,7 ( )首次把“小康”作为经济建设总的奋斗目标。,A、 党的十七大||B、 党的十二大||C、 党的十五大||D、 党的十一届三中全会,B
第二章习题- 副本,单选题,8 中华民族伟大复兴的中国梦是( )相统一的梦。,A、 国家情怀、民族情怀、人民情怀||B、 国家情怀、家庭情怀、人民情怀||C、 民族情怀、世界情怀、人民情怀||D、 国家情怀、民族情怀、社会情怀,A
第二章习题- 副本,单选题,9 中国梦归根到底是( )，必须紧紧依靠人民来实现，必须不断为人民造福。,A、 民族的梦||B、 国家的梦||C、 世界的梦||D、 人民的梦,D
第二章习题- 副本,单选题,10 从全面建设社会主义现代化国家进程的阶段安排看来，到2035年，我国将( )。,A、 把我国建设成为富强美丽文明和谐的社会现代化强国。||B、 基本实现社会主义现代化||C、 全面建成小康社会||D、 实现中华民族伟大复兴的中国梦,B
第二章习题- 副本,单选题,11 ( )针对当时小康低水平、不全面、发展很不平衡的实际，提出全面建设小康社会目标,A、 党的十五大||B、 党的十七大||C、 党的十六大||D、 党的十四大,C
第二章习题- 副本,多选题,1 从2035年到本世纪中叶，建成社会主义现代化强国的目标要求( ),A、 我国将拥有高度的社会文明，城乡居民将普遍拥有较高的收入、富裕的生活、健全的基本公共服务||B、 我国将拥有高度的精神文明，践行社会主义核心价值观成为全社会自觉行动，国民素质显著提高，中国精神、中国价值、中国力量成为中国发展的重要影响力和推动力||C、 我国将拥有高度的政治文明，形成又有集中又有民主、又有纪律又有自由、又有统一意志又有个人心情舒畅生动活泼的政治局面，依法治国和以德治国有机结合||D、 我国将拥有高度的物质文明，社会生产力水平大幅提高，核心竞争力名列世界前茅，经济总量和市场规模超越其他国家,ABCD
第二章习题- 副本,多选题,2 我们确立了“两个一百年”奋斗目标，就是( )。,A、 到本世纪中叶建成富强民主文明和谐美丽的社会主义现代化国家，实现中华民族伟大复兴||B、 到2020年实现国内生产总值和城乡居民人均收入比2010年翻一番，全面建成小康社会||C、 到2025年，实现工业强国目标||D、 到2035年，基本建成社会主义现代化国家,AB
第二章习题- 副本,多选题,3 推进中国式现代化需要正确处理的重大关系是()。,A、 正确处理顶层设计与实践探索的关系||B、 正确处理效率与公平的关系||C、 正确处理独立自主与对外开放的关系||D、 正确处理守正与创新的关系||E、 正确处理战略与策略的关系,ABCDE
